block,timestamp,reserve0,reserve1,totalsupply,reserve0tkn,reserve1tkn,price,sINV
12127000,1616925873,1000.0,12726.0,10000.0,BNT,ARMOR,0.07857928650007857,0.356735195908674
12128000,1616939693,1015.7158573000155,12926.0,10157.158573000155,BNT,ARMOR,0.07857928650007856,0.356735195908674
12129000,1616952661,1015.7158573000155,12926.0,10157.158573000155,BNT,ARMOR,0.07857928650007856,0.356735195908674
12130000,1616965898,5224.702036808768,68301.44984504617,52953.403897130884,BNT,ARMOR,0.07649474569957039,0.3567400287582719
12131000,1616979204,5224.702036808768,68301.44984504617,52953.403897130884,BNT,ARMOR,0.07649474569957039,0.3567400287582719
12132000,1616992612,5224.702036808768,68301.44984504617,52953.403897130884,BNT,ARMOR,0.07649474569957039,0.3567400287582719
12133000,1617005829,5224.702036808768,68301.44984504617,52953.403897130884,BNT,ARMOR,0.07649474569957039,0.3567400287582719
12134000,1617018994,5224.702036808768,68301.44984504617,52953.403897130884,BNT,ARMOR,0.07649474569957039,0.3567400287582719
12135000,1617032146,6815.639757868432,89099.44984504617,69077.87704888794,BNT,ARMOR,0.07649474569957038,0.35674002875827193
12136000,1617045724,6815.639757868432,89099.44984504617,69077.87704888794,BNT,ARMOR,0.07649474569957038,0.35674002875827193
12137000,1617059002,7266.050441367174,94987.57561603327,73642.87973705266,BNT,ARMOR,0.07649474569957035,0.35674002875827193
12138000,1617072527,7757.820479272319,101416.38367870131,78627.06778418655,BNT,ARMOR,0.0764947456995704,0.35674002875827193
12139000,1617085455,7757.820479272319,101416.38367870131,78627.06778418655,BNT,ARMOR,0.0764947456995704,0.35674002875827193
12140000,1617099055,10764.756066756938,146848.2570736889,111448.77391582534,BNT,ARMOR,0.0733053035920961,0.3567477146044983
12141000,1617112359,10764.756066756938,146848.2570736889,111448.77391582534,BNT,ARMOR,0.0733053035920961,0.3567477146044983
12142000,1617125858,10764.756066756938,146848.2570736889,111448.77391582534,BNT,ARMOR,0.0733053035920961,0.3567477146044983
12143000,1617138376,21727.002595731967,296390.595646815,224942.18959945126,BNT,ARMOR,0.07330530359209608,0.3567477146044982
12144000,1617151442,21727.002595731967,296390.595646815,224942.18959945126,BNT,ARMOR,0.07330530359209608,0.3567477146044982
12145000,1617165393,22782.636578591664,310791.10872201785,235871.29123110915,BNT,ARMOR,0.0733053035920961,0.35674771460449833
12146000,1617178635,24112.036370263937,328926.219369259,249634.72218179895,BNT,ARMOR,0.07330530359209611,0.3567477146044983
12147000,1617192122,26519.742297731897,361771.1270292224,274561.982205352,BNT,ARMOR,0.07330530359209607,0.35674771460449833
12148000,1617205755,26519.742297731897,361771.1270292224,274561.982205352,BNT,ARMOR,0.07330530359209607,0.35674771460449833
12149000,1617218416,26519.742297731897,361771.1270292224,274561.982205352,BNT,ARMOR,0.07330530359209607,0.35674771460449833
12150000,1617231494,26519.742297731897,361771.1270292224,274561.982205352,BNT,ARMOR,0.07330530359209607,0.35674771460449833
12151000,1617244892,30921.7612397951,310402.9291997577,274561.982205352,BNT,ARMOR,0.09961813607723918,0.3568244582765373
12152000,1617258592,32154.27958747163,298528.30054284283,274561.982205352,BNT,ARMOR,0.10770931777323087,0.35683853244094
12153000,1617271890,32408.8153899996,296188.3764400238,274561.982205352,BNT,ARMOR,0.10941960579118866,0.3568413571916076
12154000,1617285487,36197.633525900535,320232.92804063245,301710.7628761948,BNT,ARMOR,0.11303532634004343,0.35684718865458676
12155000,1617298914,36905.2022514429,314105.459393974,301710.7628761948,BNT,ARMOR,0.11749303027921491,0.3568541357134389
12156000,1617311813,45736.228663822905,337021.5565505837,347871.3372653302,BNT,ARMOR,0.13570713141299715,0.35689492189901273
12157000,1617324862,46516.16691959723,331381.93309628003,347871.3372653302,BNT,ARMOR,0.14037025641371456,0.3569009689151146
12158000,1617338231,47211.12584068035,326516.2416894721,347871.3372653302,BNT,ARMOR,0.14459043628702464,0.356907707204689
12159000,1617351842,47470.33283127647,340137.24858293455,356020.124087955,BNT,ARMOR,0.13956228854394914,0.3569140860841303
12160000,1617365592,46681.12028226961,345899.4850911763,356020.124087955,BNT,ARMOR,0.134955737994131,0.3569201324844157
12161000,1617379022,47499.51189932484,339951.738152992,356020.124087955,BNT,ARMOR,0.13972428015046107,0.3569263897867721
12162000,1617391685,48519.930059547776,332816.48095089255,356020.124087955,BNT,ARMOR,0.1457858394539871,0.35693402386301265
12163000,1617404800,49709.851506524916,324865.58431423,356020.124087955,BNT,ARMOR,0.1530166749163632,0.3569427279041177
12164000,1617418094,48096.15620392393,335787.6867008504,356020.124087955,BNT,ARMOR,0.1432338293177864,0.3569546310322088
12165000,1617431106,48285.569708170464,334473.1010521846,356020.124087955,BNT,ARMOR,0.14436308796215255,0.356956036797237
12166000,1617444930,77189.52299545496,526416.5647000844,564710.4414504273,BNT,ARMOR,0.14663201762929362,0.35695883377720006
12167000,1617458370,77189.52299545496,526416.5647000844,564710.4414504273,BNT,ARMOR,0.14663201762929362,0.35695883377720006
12168000,1617471461,76892.79771421583,528461.8244619546,564710.4414504273,BNT,ARMOR,0.14550303192194264,0.356963510062047
12169000,1617484912,77646.53313634578,523364.8782383467,564710.4414504273,BNT,ARMOR,0.14836022890512843,0.35697475508444415
